user_id,top_ties,reciprocity,extrovert_score,num_circles,churn_rate,out_degree,in_degree,total_activity
195,"[(474, 600), (289, 523.0), (234, 287.0), (224, 258.0), (504, 240)]",0.35294117647058826,14.704453441295547,9,0.0,16,7,23
196,"[(425, 570), (67, 180), (289, 120), (np.int64(481), 99.0), (24, 90)]",0.5,4.354838709677419,6,0.14285714285714285,5,7,12
197,"[(305, 1044.0), (416, 270), (2, 243.0), (168, 188.0), (50, 90)]",0.7142857142857143,5.213114754098361,6,0.0,6,6,12
198,"[(200, 642.0), (251, 600), (564, 420), (199, 398.0), (291, 219.0)]",0.7142857142857143,4.426229508196721,6,0.6363636363636364,5,7,12
199,"[(367, 2130.0), (198, 398.0), (200, 205.0), (50, 134.0), (207, 126.0)]",0.75,6.5058823529411764,7,0.0,7,7,14
200,"[(198, 642.0), (273, 210), (199, 205.0), (319, 150), (np.int64(328), 96.0)]",0.6666666666666666,4.51219512195122,5,0.8,5,5,10
201,"[(348, 540), (136, 136.0)]",1.0,2.0,3,0.25,2,2,4
202,"[(125, 784.0), (74, 210), (173, 90), (217, 4.0)]",0.75,4.0,5,0.25,4,3,7
203,"[(287, 492.0), (173, 360), (194, 172.0), (467, 120), (448, 90)]",1.0,6.5,5,0.6666666666666666,7,7,14
204,"[(237, 240), (514, 150), (312, 84.0), (np.int64(442), 44.0), (361, 15.0)]",0.6,3.36,3,0.0,4,4,8
205,"[(3, 2640), (243, 629.0), (325, 450), (173, 120), (551, 30)]",0.7142857142857143,5.852459016393443,7,0.16666666666666666,7,5,12
206,"[(434, 2578.0), (208, 330), (207, 180), (309, 150), (40, 90)]",0.8333333333333334,3.8,4,0.6,5,6,11
207,"[(388, 3300), (98, 1042.0), (192, 780), (549, 330), (206, 180)]",0.6923076923076923,10.85135135135135,10,0.0,11,11,22
208,"[(206, 330), (407, 300), (4, 210), (309, 90), (353, 90)]",0.875,6.857142857142858,6,0.42857142857142855,8,7,15
209,"[(138, 2070), (np.int64(313), 283.0), (410, 144.0), (np.int64(468), 83.0)]",0.5,1.6923076923076923,4,0.0,2,4,6
210,"[(127, 870), (317, 690), (138, 390), (239, 360), (442, 120)]",0.8333333333333334,4.8,6,0.9411764705882353,5,6,11
211,"[(np.int64(93), 2479.0), (np.int64(78), 1811.0), (439, 390), (305, 390), (np.int64(127), 100.0)]",0.2857142857142857,2.911764705882353,4,0.0,3,6,9
212,"[(470, 14250), (409, 6443.0), (46, 1530), (506, 96.0), (333, 60)]",0.8,5.0,5,0.0,5,4,9
213,"[(81, 270), (248, 76.0)]",0.5,2.0,3,1.0,2,1,3
214,"[(188, 930), (np.int64(13), 30), (np.int64(417), 19.0)]",0.3333333333333333,1.0,3,0.25,1,3,4
215,"[(255, 9240), (25, 240), (235, 28.0)]",0.6666666666666666,3.0,2,0.0,3,2,5
216,"[(462, 85800), (np.int64(147), 70.0), (38, 6.0)]",0.3333333333333333,2.0,2,0.5287128712871287,2,2,4
217,"[(100, 720), (369, 450), (555, 120), (207, 120), (np.int64(38), 81.0)]",0.5714285714285714,3.686274509803922,6,0.5,4,7,11
218,"[(271, 423.0), (345, 180), (432, 90), (np.int64(261), 60), (313, 2.0)]",0.6,4.0,4,0.0,4,4,8
219,"[(np.int64(362), 670.0), (176, 601.0), (435, 360), (334, 360), (99, 36.0)]",0.8333333333333334,4.4,5,0.4,5,6,11
